"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Cause of death","Cause of death Code",Deaths,Population,Crude Rate
,"Vermont","50","2013","2013","65-74 years","65-74","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",11,59277,18.6 (Unreliable)
,"Vermont","50","2013","2013","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",32,59277,54.0
,"Vermont","50","2013","2013","65-74 years","65-74","Alcoholic cirrhosis of liver","K70.3",14,59277,23.6 (Unreliable)
,"Vermont","50","2013","2013","65-74 years","65-74","Other fall on same level","W18",12,59277,20.2 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Septicaemia, unspecified","A41.9",10,29343,34.1 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",21,29343,71.6
,"Vermont","50","2013","2013","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",21,29343,71.6
,"Vermont","50","2013","2013","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",80,29343,272.6
,"Vermont","50","2013","2013","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",14,29343,47.7 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Malignant neoplasm of ovary","C56",13,29343,44.3 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Malignant neoplasm of prostate","C61",23,29343,78.4
,"Vermont","50","2013","2013","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",15,29343,51.1 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Malignant neoplasm without specification of site","C80",22,29343,75.0
,"Vermont","50","2013","2013","75-84 years","75-84","Unspecified diabetes mellitus, with renal complications","E14.2",14,29343,47.7 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",18,29343,61.3 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Other disorders of electrolyte and fluid balance, not elsewhere classified","E87.8",16,29343,54.5 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Vascular dementia, unspecified","F01.9",10,29343,34.1 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Unspecified dementia","F03",45,29343,153.4
,"Vermont","50","2013","2013","75-84 years","75-84","Parkinson disease","G20",29,29343,98.8
,"Vermont","50","2013","2013","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",69,29343,235.1
,"Vermont","50","2013","2013","75-84 years","75-84","Hypertensive heart disease with (congestive) heart failure","I11.0",11,29343,37.5 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Hypertensive heart disease without (congestive) heart failure","I11.9",13,29343,44.3 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",39,29343,132.9
,"Vermont","50","2013","2013","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",77,29343,262.4
,"Vermont","50","2013","2013","75-84 years","75-84","Atherosclerotic heart disease","I25.1",79,29343,269.2
,"Vermont","50","2013","2013","75-84 years","75-84","Aortic (valve) stenosis","I35.0",16,29343,54.5 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Congestive heart failure","I50.0",10,29343,34.1 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",23,29343,78.4
,"Vermont","50","2013","2013","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",25,29343,85.2
,"Vermont","50","2013","2013","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",77,29343,262.4
,"Vermont","50","2013","2013","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",13,29343,44.3 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Other and unspecified cirrhosis of liver","K74.6",10,29343,34.1 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Urinary tract infection, site not specified","N39.0",13,29343,44.3 (Unreliable)
,"Vermont","50","2013","2013","75-84 years","75-84","Other fall on same level","W18",19,29343,64.8 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Enterocolitis due to Clostridium difficile","A04.7",13,13810,94.1 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Septicaemia, unspecified","A41.9",14,13810,101.4 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",18,13810,130.3 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",22,13810,159.3
,"Vermont","50","2013","2013","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",42,13810,304.1
,"Vermont","50","2013","2013","85+ years","85+","Malignant neoplasm of prostate","C61",21,13810,152.1
,"Vermont","50","2013","2013","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",18,13810,130.3 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Malignant neoplasm without specification of site","C80",11,13810,79.7 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",14,13810,101.4 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Other disorders of electrolyte and fluid balance, not elsewhere classified","E87.8",30,13810,217.2
,"Vermont","50","2013","2013","85+ years","85+","Vascular dementia, unspecified","F01.9",23,13810,166.5
,"Vermont","50","2013","2013","85+ years","85+","Unspecified dementia","F03",160,13810,1158.6
,"Vermont","50","2013","2013","85+ years","85+","Parkinson disease","G20",31,13810,224.5
,"Vermont","50","2013","2013","85+ years","85+","Alzheimer disease, unspecified","G30.9",188,13810,1361.3
,"Vermont","50","2013","2013","85+ years","85+","Essential (primary) hypertension","I10",22,13810,159.3
,"Vermont","50","2013","2013","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",27,13810,195.5
,"Vermont","50","2013","2013","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",13,13810,94.1 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Hypertensive renal disease with renal failure","I12.0",22,13810,159.3
,"Vermont","50","2013","2013","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",89,13810,644.5
,"Vermont","50","2013","2013","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",74,13810,535.8
,"Vermont","50","2013","2013","85+ years","85+","Atherosclerotic heart disease","I25.1",143,13810,1035.5
,"Vermont","50","2013","2013","85+ years","85+","Aortic (valve) stenosis","I35.0",48,13810,347.6
,"Vermont","50","2013","2013","85+ years","85+","Atrial fibrillation and flutter","I48",39,13810,282.4
,"Vermont","50","2013","2013","85+ years","85+","Congestive heart failure","I50.0",33,13810,239.0
,"Vermont","50","2013","2013","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",75,13810,543.1
,"Vermont","50","2013","2013","85+ years","85+","Sequelae of stroke, not specified as haemorrhage or infarction","I69.4",19,13810,137.6 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Sequelae of other and unspecified cerebrovascular diseases","I69.8",14,13810,101.4 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Pneumonia, unspecified","J18.9",35,13810,253.4
,"Vermont","50","2013","2013","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",34,13810,246.2
,"Vermont","50","2013","2013","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",62,13810,449.0
,"Vermont","50","2013","2013","85+ years","85+","Pneumonitis due to food and vomit","J69.0",22,13810,159.3
,"Vermont","50","2013","2013","85+ years","85+","Other and unspecified intestinal obstruction","K56.6",10,13810,72.4 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Senility","R54",11,13810,79.7 (Unreliable)
,"Vermont","50","2013","2013","85+ years","85+","Other fall on same level","W18",64,13810,463.4
,"Vermont","50","2013","2013","85+ years","85+","Unspecified fall","W19",10,13810,72.4 (Unreliable)
,"Vermont","50","2014","2014","25-34 years","25-34","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",17,72036,23.6 (Unreliable)
,"Vermont","50","2014","2014","45-54 years","45-54","Colon, unspecified - Malignant neoplasms","C18.9",10,91481,10.9 (Unreliable)
,"Vermont","50","2014","2014","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",26,91481,28.4
,"Vermont","50","2014","2014","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",22,91481,24.0
,"Vermont","50","2014","2014","45-54 years","45-54","Alcoholic cirrhosis of liver","K70.3",11,91481,12.0 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Oesophagus, unspecified - Malignant neoplasms","C15.9",10,96031,10.4 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",12,96031,12.5 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",16,96031,16.7 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",87,96031,90.6
,"Vermont","50","2014","2014","55-64 years","55-64","Brain, unspecified - Malignant neoplasms","C71.9",10,96031,10.4 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Malignant neoplasm without specification of site","C80",13,96031,13.5 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Hypertensive heart disease without (congestive) heart failure","I11.9",14,96031,14.6 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",26,96031,27.1
,"Vermont","50","2014","2014","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",66,96031,68.7
,"Vermont","50","2014","2014","55-64 years","55-64","Atherosclerotic heart disease","I25.1",14,96031,14.6 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",17,96031,17.7 (Unreliable)
,"Vermont","50","2014","2014","55-64 years","55-64","Alcoholic cirrhosis of liver","K70.3",21,96031,21.9
,"Vermont","50","2014","2014","65-74 years","65-74","Oesophagus, unspecified - Malignant neoplasms","C15.9",18,62436,28.8 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",12,62436,19.2 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",26,62436,41.6
,"Vermont","50","2014","2014","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",104,62436,166.6
,"Vermont","50","2014","2014","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",22,62436,35.2
,"Vermont","50","2014","2014","65-74 years","65-74","Malignant neoplasm of prostate","C61",19,62436,30.4 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Bladder, unspecified - Malignant neoplasms","C67.9",16,62436,25.6 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Brain, unspecified - Malignant neoplasms","C71.9",13,62436,20.8 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Malignant neoplasm without specification of site","C80",19,62436,30.4 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Acute myeloid leukaemia - Malignant neoplasms","C92.0",11,62436,17.6 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",12,62436,19.2 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Alzheimer disease, unspecified","G30.9",13,62436,20.8 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",27,62436,43.2
,"Vermont","50","2014","2014","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",80,62436,128.1
,"Vermont","50","2014","2014","65-74 years","65-74","Atherosclerotic heart disease","I25.1",42,62436,67.3
,"Vermont","50","2014","2014","65-74 years","65-74","Stroke, not specified as haemorrhage or infarction","I64",12,62436,19.2 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Emphysema, unspecified","J43.9",15,62436,24.0 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",17,62436,27.2 (Unreliable)
,"Vermont","50","2014","2014","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",55,62436,88.1
,"Vermont","50","2014","2014","75-84 years","75-84","Oesophagus, unspecified - Malignant neoplasms","C15.9",10,29685,33.7 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",23,29685,77.5
,"Vermont","50","2014","2014","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",28,29685,94.3
,"Vermont","50","2014","2014","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",127,29685,427.8
,"Vermont","50","2014","2014","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",18,29685,60.6 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Malignant neoplasm of prostate","C61",23,29685,77.5
,"Vermont","50","2014","2014","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",17,29685,57.3 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Malignant neoplasm without specification of site","C80",22,29685,74.1
,"Vermont","50","2014","2014","75-84 years","75-84","Unspecified diabetes mellitus, with renal complications","E14.2",10,29685,33.7 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",12,29685,40.4 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Other disorders of electrolyte and fluid balance, not elsewhere classified","E87.8",24,29685,80.8
,"Vermont","50","2014","2014","75-84 years","75-84","Unspecified dementia","F03",42,29685,141.5
,"Vermont","50","2014","2014","75-84 years","75-84","Parkinson disease","G20",19,29685,64.0 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",66,29685,222.3
,"Vermont","50","2014","2014","75-84 years","75-84","Hypertensive heart disease without (congestive) heart failure","I11.9",18,29685,60.6 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Hypertensive renal disease with renal failure","I12.0",10,29685,33.7 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",58,29685,195.4
,"Vermont","50","2014","2014","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",64,29685,215.6
,"Vermont","50","2014","2014","75-84 years","75-84","Atherosclerotic heart disease","I25.1",73,29685,245.9
,"Vermont","50","2014","2014","75-84 years","75-84","Atrial fibrillation and flutter","I48",10,29685,33.7 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",30,29685,101.1
,"Vermont","50","2014","2014","75-84 years","75-84","Pneumonia, unspecified","J18.9",12,29685,40.4 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Emphysema, unspecified","J43.9",19,29685,64.0 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",17,29685,57.3 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Chronic obstructive pulmonary disease, unspecified","J44.9",55,29685,185.3
,"Vermont","50","2014","2014","75-84 years","75-84","Pneumonitis due to food and vomit","J69.0",14,29685,47.2 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Other interstitial pulmonary diseases with fibrosis","J84.1",11,29685,37.1 (Unreliable)
,"Vermont","50","2014","2014","75-84 years","75-84","Other fall on same level","W18",30,29685,101.1
,"Vermont","50","2014","2014","85+ years","85+","Colon, unspecified - Malignant neoplasms","C18.9",19,14136,134.4 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Pancreas, unspecified - Malignant neoplasms","C25.9",10,14136,70.7 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",43,14136,304.2
,"Vermont","50","2014","2014","85+ years","85+","Breast, unspecified - Malignant neoplasms","C50.9",18,14136,127.3 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Malignant neoplasm of prostate","C61",19,14136,134.4 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Bladder, unspecified - Malignant neoplasms","C67.9",11,14136,77.8 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Malignant neoplasm without specification of site","C80",15,14136,106.1 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Unspecified diabetes mellitus, with renal complications","E14.2",11,14136,77.8 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Unspecified diabetes mellitus, without complications","E14.9",22,14136,155.6
,"Vermont","50","2014","2014","85+ years","85+","Nutritional deficiency, unspecified","E63.9",11,14136,77.8 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Hyperlipidaemia, unspecified","E78.5",12,14136,84.9 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Other disorders of electrolyte and fluid balance, not elsewhere classified","E87.8",32,14136,226.4
,"Vermont","50","2014","2014","85+ years","85+","Vascular dementia, unspecified","F01.9",23,14136,162.7
,"Vermont","50","2014","2014","85+ years","85+","Unspecified dementia","F03",160,14136,1131.9
,"Vermont","50","2014","2014","85+ years","85+","Parkinson disease","G20",28,14136,198.1
,"Vermont","50","2014","2014","85+ years","85+","Alzheimer disease, unspecified","G30.9",183,14136,1294.6
,"Vermont","50","2014","2014","85+ years","85+","Essential (primary) hypertension","I10",22,14136,155.6
,"Vermont","50","2014","2014","85+ years","85+","Hypertensive heart disease with (congestive) heart failure","I11.0",34,14136,240.5
,"Vermont","50","2014","2014","85+ years","85+","Hypertensive heart disease without (congestive) heart failure","I11.9",32,14136,226.4
,"Vermont","50","2014","2014","85+ years","85+","Hypertensive renal disease with renal failure","I12.0",15,14136,106.1 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Acute myocardial infarction, unspecified","I21.9",75,14136,530.6
,"Vermont","50","2014","2014","85+ years","85+","Atherosclerotic cardiovascular disease, so described","I25.0",89,14136,629.6
,"Vermont","50","2014","2014","85+ years","85+","Atherosclerotic heart disease","I25.1",139,14136,983.3
,"Vermont","50","2014","2014","85+ years","85+","Mitral (valve) insufficiency","I34.0",10,14136,70.7 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Aortic (valve) stenosis","I35.0",48,14136,339.6
,"Vermont","50","2014","2014","85+ years","85+","Endocarditis, valve unspecified","I38",15,14136,106.1 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Cardiomyopathy, unspecified","I42.9",11,14136,77.8 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Atrial fibrillation and flutter","I48",44,14136,311.3
,"Vermont","50","2014","2014","85+ years","85+","Congestive heart failure","I50.0",21,14136,148.6
,"Vermont","50","2014","2014","85+ years","85+","Intracerebral haemorrhage, unspecified","I61.9",12,14136,84.9 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Stroke, not specified as haemorrhage or infarction","I64",77,14136,544.7
,"Vermont","50","2014","2014","85+ years","85+","Sequelae of other and unspecified cerebrovascular diseases","I69.8",17,14136,120.3 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Pneumonia, unspecified","J18.9",39,14136,275.9
,"Vermont","50","2014","2014","85+ years","85+","Emphysema, unspecified","J43.9",12,14136,84.9 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",26,14136,183.9
,"Vermont","50","2014","2014","85+ years","85+","Chronic obstructive pulmonary disease, unspecified","J44.9",44,14136,311.3
,"Vermont","50","2014","2014","85+ years","85+","Pneumonitis due to food and vomit","J69.0",16,14136,113.2 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Other interstitial pulmonary diseases with fibrosis","J84.1",12,14136,84.9 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Gastrointestinal haemorrhage, unspecified","K92.2",17,14136,120.3 (Unreliable)
,"Vermont","50","2014","2014","85+ years","85+","Other fall on same level","W18",67,14136,474.0
,"Vermont","50","2015","2015","25-34 years","25-34","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",21,71884,29.2
,"Vermont","50","2015","2015","45-54 years","45-54","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",15,89047,16.8 (Unreliable)
,"Vermont","50","2015","2015","45-54 years","45-54","Breast, unspecified - Malignant neoplasms","C50.9",10,89047,11.2 (Unreliable)
,"Vermont","50","2015","2015","45-54 years","45-54","Brain, unspecified - Malignant neoplasms","C71.9",12,89047,13.5 (Unreliable)
,"Vermont","50","2015","2015","45-54 years","45-54","Atherosclerotic cardiovascular disease, so described","I25.0",36,89047,40.4
,"Vermont","50","2015","2015","45-54 years","45-54","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,89047,18.0 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Oesophagus, unspecified - Malignant neoplasms","C15.9",15,96567,15.5 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Colon, unspecified - Malignant neoplasms","C18.9",16,96567,16.6 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Pancreas, unspecified - Malignant neoplasms","C25.9",18,96567,18.6 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",74,96567,76.6
,"Vermont","50","2015","2015","55-64 years","55-64","Breast, unspecified - Malignant neoplasms","C50.9",26,96567,26.9
,"Vermont","50","2015","2015","55-64 years","55-64","Malignant neoplasm without specification of site","C80",12,96567,12.4 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Acute myocardial infarction, unspecified","I21.9",13,96567,13.5 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Atherosclerotic cardiovascular disease, so described","I25.0",87,96567,90.1
,"Vermont","50","2015","2015","55-64 years","55-64","Atherosclerotic heart disease","I25.1",14,96567,14.5 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Chronic obstructive pulmonary disease, unspecified","J44.9",27,96567,28.0
,"Vermont","50","2015","2015","55-64 years","55-64","Alcoholic cirrhosis of liver","K70.3",13,96567,13.5 (Unreliable)
,"Vermont","50","2015","2015","55-64 years","55-64","Intentional self-harm by handgun discharge","X72",13,96567,13.5 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Oesophagus, unspecified - Malignant neoplasms","C15.9",11,65283,16.8 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Colon, unspecified - Malignant neoplasms","C18.9",23,65283,35.2
,"Vermont","50","2015","2015","65-74 years","65-74","Pancreas, unspecified - Malignant neoplasms","C25.9",31,65283,47.5
,"Vermont","50","2015","2015","65-74 years","65-74","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",115,65283,176.2
,"Vermont","50","2015","2015","65-74 years","65-74","Breast, unspecified - Malignant neoplasms","C50.9",21,65283,32.2
,"Vermont","50","2015","2015","65-74 years","65-74","Malignant neoplasm of kidney, except renal pelvis","C64",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Malignant neoplasm without specification of site","C80",19,65283,29.1 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Unspecified diabetes mellitus, without complications","E14.9",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Parkinson disease","G20",14,65283,21.4 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Alzheimer disease, unspecified","G30.9",13,65283,19.9 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Hypertensive heart disease without (congestive) heart failure","I11.9",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Acute myocardial infarction, unspecified","I21.9",32,65283,49.0
,"Vermont","50","2015","2015","65-74 years","65-74","Atherosclerotic cardiovascular disease, so described","I25.0",114,65283,174.6
,"Vermont","50","2015","2015","65-74 years","65-74","Atherosclerotic heart disease","I25.1",34,65283,52.1
,"Vermont","50","2015","2015","65-74 years","65-74","Stroke, not specified as haemorrhage or infarction","I64",15,65283,23.0 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Emphysema, unspecified","J43.9",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Chronic obstructive pulmonary disease with acute lower respiratory infection","J44.0",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Chronic obstructive pulmonary disease, unspecified","J44.9",64,65283,98.0
,"Vermont","50","2015","2015","65-74 years","65-74","Other interstitial pulmonary diseases with fibrosis","J84.1",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","65-74 years","65-74","Alcoholic cirrhosis of liver","K70.3",10,65283,15.3 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Septicaemia, unspecified","A41.9",11,30252,36.4 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Colon, unspecified - Malignant neoplasms","C18.9",25,30252,82.6
,"Vermont","50","2015","2015","75-84 years","75-84","Pancreas, unspecified - Malignant neoplasms","C25.9",21,30252,69.4
,"Vermont","50","2015","2015","75-84 years","75-84","Bronchus or lung, unspecified - Malignant neoplasms","C34.9",91,30252,300.8
,"Vermont","50","2015","2015","75-84 years","75-84","Breast, unspecified - Malignant neoplasms","C50.9",20,30252,66.1
,"Vermont","50","2015","2015","75-84 years","75-84","Malignant neoplasm of prostate","C61",23,30252,76.0
,"Vermont","50","2015","2015","75-84 years","75-84","Bladder, unspecified - Malignant neoplasms","C67.9",17,30252,56.2 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Brain, unspecified - Malignant neoplasms","C71.9",10,30252,33.1 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Malignant neoplasm without specification of site","C80",25,30252,82.6
,"Vermont","50","2015","2015","75-84 years","75-84","Non-insulin-dependent diabetes mellitus, without complications","E11.9",11,30252,36.4 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Unspecified diabetes mellitus, with renal complications","E14.2",16,30252,52.9 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Unspecified diabetes mellitus, without complications","E14.9",19,30252,62.8 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Unspecified dementia","F03",45,30252,148.8
,"Vermont","50","2015","2015","75-84 years","75-84","Parkinson disease","G20",33,30252,109.1
,"Vermont","50","2015","2015","75-84 years","75-84","Alzheimer disease, unspecified","G30.9",76,30252,251.2
,"Vermont","50","2015","2015","75-84 years","75-84","Hypertensive heart disease without (congestive) heart failure","I11.9",16,30252,52.9 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Acute myocardial infarction, unspecified","I21.9",35,30252,115.7
,"Vermont","50","2015","2015","75-84 years","75-84","Atherosclerotic cardiovascular disease, so described","I25.0",73,30252,241.3
,"Vermont","50","2015","2015","75-84 years","75-84","Atherosclerotic heart disease","I25.1",63,30252,208.3
,"Vermont","50","2015","2015","75-84 years","75-84","Aortic (valve) stenosis","I35.0",13,30252,43.0 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Intracerebral haemorrhage, unspecified","I61.9",12,30252,39.7 (Unreliable)
,"Vermont","50","2015","2015","75-84 years","75-84","Stroke, not specified as haemorrhage or infarction","I64",30,30252,99.2
