Notes,State,State Code,ICD Chapter,ICD Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Ohio,39,Diseases of the nervous system,G00-G98,"Hemiplegia, unspecified",G81.9,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the nervous system,G00-G98,"Paraplegia, unspecified",G82.2,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the nervous system,G00-G98,"Tetraplegia, unspecified",G82.5,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the nervous system,G00-G98,Other specified paralytic syndromes,G83.8,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the nervous system,G00-G98,Normal-pressure hydrocephalus,G91.2,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the nervous system,G00-G98,"Hydrocephalus, unspecified",G91.9,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the nervous system,G00-G98,"Anoxic brain damage, not elsewhere classified",G93.1,189,11335454,1.7
,Ohio,39,Diseases of the nervous system,G00-G98,"Encephalopathy, unspecified",G93.4,31,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Mitral stenosis,I05.0,40,11335454,0.4
,Ohio,39,Diseases of the circulatory system,I00-I99,"Mitral valve disease, unspecified",I05.9,68,11335454,0.6
,Ohio,39,Diseases of the circulatory system,I00-I99,Disorders of both mitral and aortic valves,I08.0,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,"Rheumatic heart disease, unspecified",I09.9,26,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,Essential (primary) hypertension,I10,531,11335454,4.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Hypertensive heart disease with (congestive) heart failure,I11.0,355,11335454,3.1
,Ohio,39,Diseases of the circulatory system,I00-I99,Hypertensive heart disease without (congestive) heart failure,I11.9,590,11335454,5.2
,Ohio,39,Diseases of the circulatory system,I00-I99,Hypertensive renal disease with renal failure,I12.0,311,11335454,2.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with renal failure,I13.1,40,11335454,0.4
,Ohio,39,Diseases of the circulatory system,I00-I99,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,81,11335454,0.7
,Ohio,39,Diseases of the circulatory system,I00-I99,"Angina pectoris, unspecified",I20.9,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Acute subendocardial myocardial infarction,I21.4,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,"Acute myocardial infarction, unspecified",I21.9,8924,11335454,78.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Other forms of acute ischaemic heart disease,I24.8,34,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,"Acute ischaemic heart disease, unspecified",I24.9,20,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Atherosclerotic cardiovascular disease, so described",I25.0,2236,11335454,19.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Atherosclerotic heart disease,I25.1,12170,11335454,107.4
,Ohio,39,Diseases of the circulatory system,I00-I99,Old myocardial infarction,I25.2,33,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Ischaemic cardiomyopathy,I25.5,499,11335454,4.4
,Ohio,39,Diseases of the circulatory system,I00-I99,Other forms of chronic ischaemic heart disease,I25.8,73,11335454,0.6
,Ohio,39,Diseases of the circulatory system,I00-I99,"Chronic ischaemic heart disease, unspecified",I25.9,333,11335454,2.9
,Ohio,39,Diseases of the circulatory system,I00-I99,Pulmonary embolism without mention of acute cor pulmonale,I26.9,401,11335454,3.5
,Ohio,39,Diseases of the circulatory system,I00-I99,Primary pulmonary hypertension,I27.0,125,11335454,1.1
,Ohio,39,Diseases of the circulatory system,I00-I99,"Pulmonary heart disease, unspecified",I27.9,92,11335454,0.8
,Ohio,39,Diseases of the circulatory system,I00-I99,Acute and subacute infective endocarditis,I33.0,48,11335454,0.4
,Ohio,39,Diseases of the circulatory system,I00-I99,Mitral (valve) insufficiency,I34.0,109,11335454,1.0
,Ohio,39,Diseases of the circulatory system,I00-I99,Mitral (valve) prolapse,I34.1,20,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,Aortic (valve) stenosis,I35.0,439,11335454,3.9
,Ohio,39,Diseases of the circulatory system,I00-I99,Aortic (valve) insufficiency,I35.1,31,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,"Aortic valve disorder, unspecified",I35.9,65,11335454,0.6
,Ohio,39,Diseases of the circulatory system,I00-I99,"Endocarditis, valve unspecified",I38,221,11335454,1.9
,Ohio,39,Diseases of the circulatory system,I00-I99,Dilated cardiomyopathy,I42.0,241,11335454,2.1
,Ohio,39,Diseases of the circulatory system,I00-I99,Obstructive hypertrophic cardiomyopathy,I42.1,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Other hypertrophic cardiomyopathy,I42.2,82,11335454,0.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Alcoholic cardiomyopathy,I42.6,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cardiomyopathy, unspecified",I42.9,908,11335454,8.0
,Ohio,39,Diseases of the circulatory system,I00-I99,"Atrioventricular block, complete",I44.2,20,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Sudden cardiac death, so described",I46.1,207,11335454,1.8
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cardiac arrest, unspecified",I46.9,804,11335454,7.1
,Ohio,39,Diseases of the circulatory system,I00-I99,Ventricular tachycardia,I47.2,31,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Atrial fibrillation and flutter,I48,401,11335454,3.5
,Ohio,39,Diseases of the circulatory system,I00-I99,Ventricular fibrillation and flutter,I49.0,78,11335454,0.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Sick sinus syndrome,I49.5,28,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cardiac arrhythmia, unspecified",I49.9,383,11335454,3.4
,Ohio,39,Diseases of the circulatory system,I00-I99,Congestive heart failure,I50.0,2243,11335454,19.8
,Ohio,39,Diseases of the circulatory system,I00-I99,"Heart failure, unspecified",I50.9,144,11335454,1.3
,Ohio,39,Diseases of the circulatory system,I00-I99,"Myocarditis, unspecified",I51.4,27,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cardiovascular disease, unspecified",I51.6,102,11335454,0.9
,Ohio,39,Diseases of the circulatory system,I00-I99,Cardiomegaly,I51.7,56,11335454,0.5
,Ohio,39,Diseases of the circulatory system,I00-I99,Other ill-defined heart diseases,I51.8,57,11335454,0.5
,Ohio,39,Diseases of the circulatory system,I00-I99,"Heart disease, unspecified",I51.9,71,11335454,0.6
,Ohio,39,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage from intracranial artery, unspecified",I60.7,40,11335454,0.4
,Ohio,39,Diseases of the circulatory system,I00-I99,"Subarachnoid haemorrhage, unspecified",I60.9,246,11335454,2.2
,Ohio,39,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in brain stem,I61.3,34,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Intracerebral haemorrhage in cerebellum,I61.4,31,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, intraventricular",I61.5,30,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,"Intracerebral haemorrhage, unspecified",I61.9,756,11335454,6.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Subdural haemorrhage (acute)(nontraumatic),I62.0,24,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,202,11335454,1.8
,Ohio,39,Diseases of the circulatory system,I00-I99,Cerebral infarction due to thrombosis of precerebral arteries,I63.0,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,I63.2,47,11335454,0.4
,Ohio,39,Diseases of the circulatory system,I00-I99,Cerebral infarction due to thrombosis of cerebral arteries,I63.3,142,11335454,1.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Cerebral infarction due to embolism of cerebral arteries,I63.4,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,I63.5,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cerebral infarction, unspecified",I63.9,474,11335454,4.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Stroke, not specified as haemorrhage or infarction",I64,3954,11335454,34.9
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cerebral aneurysm, nonruptured",I67.1,23,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,Cerebral atherosclerosis,I67.2,62,11335454,0.5
,Ohio,39,Diseases of the circulatory system,I00-I99,Other specified cerebrovascular diseases,I67.8,69,11335454,0.6
,Ohio,39,Diseases of the circulatory system,I00-I99,"Cerebrovascular disease, unspecified",I67.9,237,11335454,2.1
,Ohio,39,Diseases of the circulatory system,I00-I99,Sequelae of intracerebral haemorrhage,I69.1,14,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Sequelae of cerebral infarction,I69.3,49,11335454,0.4
,Ohio,39,Diseases of the circulatory system,I00-I99,"Sequelae of stroke, not specified as haemorrhage or infarction",I69.4,425,11335454,3.7
,Ohio,39,Diseases of the circulatory system,I00-I99,Sequelae of other and unspecified cerebrovascular diseases,I69.8,299,11335454,2.6
,Ohio,39,Diseases of the circulatory system,I00-I99,Atherosclerosis of arteries of extremities,I70.2,30,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Generalized and unspecified atherosclerosis,I70.9,590,11335454,5.2
,Ohio,39,Diseases of the circulatory system,I00-I99,Dissection of aorta [any part],I71.0,176,11335454,1.6
,Ohio,39,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, ruptured",I71.1,55,11335454,0.5
,Ohio,39,Diseases of the circulatory system,I00-I99,"Thoracic aortic aneurysm, without mention of rupture",I71.2,30,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, ruptured",I71.3,291,11335454,2.6
,Ohio,39,Diseases of the circulatory system,I00-I99,"Abdominal aortic aneurysm, without mention of rupture",I71.4,94,11335454,0.8
,Ohio,39,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, ruptured",I71.8,60,11335454,0.5
,Ohio,39,Diseases of the circulatory system,I00-I99,"Aortic aneurysm of unspecified site, without mention of rupture",I71.9,34,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Aneurysm of iliac artery,I72.3,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Aneurysm of unspecified site,I72.9,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,"Peripheral vascular disease, unspecified",I73.9,340,11335454,3.0
,Ohio,39,Diseases of the circulatory system,I00-I99,Embolism and thrombosis of other and unspecified parts of aorta,I74.1,14,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Embolism and thrombosis of unspecified artery,I74.9,17,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,Rupture of artery,I77.2,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the circulatory system,I00-I99,"Arteritis, unspecified",I77.6,32,11335454,0.3
,Ohio,39,Diseases of the circulatory system,I00-I99,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,I80.2,109,11335454,1.0
,Ohio,39,Diseases of the circulatory system,I00-I99,"Phlebitis and thrombophlebitis of lower extremities, unspecified",I80.3,28,11335454,0.2
,Ohio,39,Diseases of the circulatory system,I00-I99,"Hypotension, unspecified",I95.9,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,"Influenza with pneumonia, virus not identified",J11.0,33,11335454,0.3
,Ohio,39,Diseases of the respiratory system,J00-J98,"Influenza with other respiratory manifestations, virus not identified",J11.1,33,11335454,0.3
,Ohio,39,Diseases of the respiratory system,J00-J98,"Viral pneumonia, unspecified",J12.9,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Pneumonia due to Streptococcus pneumoniae,J13,21,11335454,0.2
,Ohio,39,Diseases of the respiratory system,J00-J98,Pneumonia due to Pseudomonas,J15.1,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Pneumonia due to staphylococcus,J15.2,52,11335454,0.5
,Ohio,39,Diseases of the respiratory system,J00-J98,"Bacterial pneumonia, unspecified",J15.9,34,11335454,0.3
,Ohio,39,Diseases of the respiratory system,J00-J98,"Bronchopneumonia, unspecified",J18.0,56,11335454,0.5
,Ohio,39,Diseases of the respiratory system,J00-J98,"Lobar pneumonia, unspecified",J18.1,51,11335454,0.4
,Ohio,39,Diseases of the respiratory system,J00-J98,"Pneumonia, unspecified",J18.9,2310,11335454,20.4
,Ohio,39,Diseases of the respiratory system,J00-J98,"Acute bronchitis, unspecified",J20.9,17,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Unspecified acute lower respiratory infection,J22,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,"Bronchitis, not specified as acute or chronic",J40,40,11335454,0.4
,Ohio,39,Diseases of the respiratory system,J00-J98,Unspecified chronic bronchitis,J42,33,11335454,0.3
,Ohio,39,Diseases of the respiratory system,J00-J98,"Emphysema, unspecified",J43.9,781,11335454,6.9
,Ohio,39,Diseases of the respiratory system,J00-J98,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,22,11335454,0.2
,Ohio,39,Diseases of the respiratory system,J00-J98,Other specified chronic obstructive pulmonary disease,J44.8,242,11335454,2.1
,Ohio,39,Diseases of the respiratory system,J00-J98,"Chronic obstructive pulmonary disease, unspecified",J44.9,4545,11335454,40.1
,Ohio,39,Diseases of the respiratory system,J00-J98,"Asthma, unspecified",J45.9,135,11335454,1.2
,Ohio,39,Diseases of the respiratory system,J00-J98,Status asthmaticus,J46,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Bronchiectasis,J47,42,11335454,0.4
,Ohio,39,Diseases of the respiratory system,J00-J98,Coalworker pneumoconiosis,J60,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Pneumoconiosis due to asbestos and other mineral fibres,J61,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Pneumoconiosis due to other dust containing silica,J62.8,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Pneumonitis due to food and vomit,J69.0,690,11335454,6.1
,Ohio,39,Diseases of the respiratory system,J00-J98,Adult respiratory distress syndrome,J80,96,11335454,0.8
,Ohio,39,Diseases of the respiratory system,J00-J98,Pulmonary oedema,J81,24,11335454,0.2
,Ohio,39,Diseases of the respiratory system,J00-J98,Alveolar and parietoalveolar conditions,J84.0,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,Other interstitial pulmonary diseases with fibrosis,J84.1,399,11335454,3.5
,Ohio,39,Diseases of the respiratory system,J00-J98,"Interstitial pulmonary disease, unspecified",J84.9,83,11335454,0.7
,Ohio,39,Diseases of the respiratory system,J00-J98,Pyothorax without fistula,J86.9,20,11335454,0.2
,Ohio,39,Diseases of the respiratory system,J00-J98,"Pleural effusion, not elsewhere classified",J90,51,11335454,0.4
,Ohio,39,Diseases of the respiratory system,J00-J98,"Pneumothorax, unspecified",J93.9,19,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the respiratory system,J00-J98,"Respiratory failure, unspecified",J96.9,143,11335454,1.3
,Ohio,39,Diseases of the respiratory system,J00-J98,Other disorders of lung,J98.4,162,11335454,1.4
,Ohio,39,Diseases of the respiratory system,J00-J98,Other specified respiratory disorders,J98.8,32,11335454,0.3
,Ohio,39,Diseases of the digestive system,K00-K92,Gastro-oesophageal reflux disease with oesophagitis,K21.0,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Gastro-oesophageal reflux disease without oesophagitis,K21.9,37,11335454,0.3
,Ohio,39,Diseases of the digestive system,K00-K92,Oesophageal obstruction,K22.2,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Dyskinesia of oesophagus,K22.4,17,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Gastric ulcer, chronic or unspecified with haemorrhage",K25.4,22,11335454,0.2
,Ohio,39,Diseases of the digestive system,K00-K92,"Gastric ulcer, chronic or unspecified with perforation",K25.5,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Duodenal ulcer, chronic or unspecified with haemorrhage",K26.4,24,11335454,0.2
,Ohio,39,Diseases of the digestive system,K00-K92,"Duodenal ulcer, chronic or unspecified with perforation",K26.5,30,11335454,0.3
,Ohio,39,Diseases of the digestive system,K00-K92,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",K27.4,33,11335454,0.3
,Ohio,39,Diseases of the digestive system,K00-K92,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",K27.5,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Other specified diseases of stomach and duodenum,K31.8,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Acute appendicitis with generalized peritonitis,K35.0,19,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Diaphragmatic hernia without obstruction or gangrene,K44.9,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Crohn disease, unspecified",K50.9,23,11335454,0.2
,Ohio,39,Diseases of the digestive system,K00-K92,"Ulcerative colitis, unspecified",K51.9,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Noninfective gastroenteritis and colitis, unspecified",K52.9,67,11335454,0.6
,Ohio,39,Diseases of the digestive system,K00-K92,Acute vascular disorders of intestine,K55.0,194,11335454,1.7
,Ohio,39,Diseases of the digestive system,K00-K92,Chronic vascular disorders of intestine,K55.1,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Vascular disorder of intestine, unspecified",K55.9,203,11335454,1.8
,Ohio,39,Diseases of the digestive system,K00-K92,Volvulus,K56.2,20,11335454,0.2
,Ohio,39,Diseases of the digestive system,K00-K92,Intestinal adhesions [bands] with obstruction,K56.5,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Other and unspecified intestinal obstruction,K56.6,160,11335454,1.4
,Ohio,39,Diseases of the digestive system,K00-K92,"Ileus, unspecified",K56.7,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Diverticular disease of large intestine with perforation and abscess,K57.2,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, with perforation and abscess",K57.8,52,11335454,0.5
,Ohio,39,Diseases of the digestive system,K00-K92,"Diverticular disease of intestine, part unspecified, without perforation or abscess",K57.9,47,11335454,0.4
,Ohio,39,Diseases of the digestive system,K00-K92,Perforation of intestine (nontraumatic),K63.1,70,11335454,0.6
,Ohio,39,Diseases of the digestive system,K00-K92,"Disease of intestine, unspecified",K63.9,19,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Acute peritonitis,K65.0,24,11335454,0.2
,Ohio,39,Diseases of the digestive system,K00-K92,"Peritonitis, unspecified",K65.9,43,11335454,0.4
,Ohio,39,Diseases of the digestive system,K00-K92,Haemoperitoneum,K66.1,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Alcoholic hepatitis,K70.1,22,11335454,0.2
,Ohio,39,Diseases of the digestive system,K00-K92,Alcoholic cirrhosis of liver,K70.3,223,11335454,2.0
,Ohio,39,Diseases of the digestive system,K00-K92,Alcoholic hepatic failure,K70.4,59,11335454,0.5
,Ohio,39,Diseases of the digestive system,K00-K92,"Alcoholic liver disease, unspecified",K70.9,49,11335454,0.4
,Ohio,39,Diseases of the digestive system,K00-K92,Acute and subacute hepatic failure,K72.0,14,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Hepatic failure, unspecified",K72.9,159,11335454,1.4
,Ohio,39,Diseases of the digestive system,K00-K92,"Chronic active hepatitis, not elsewhere classified",K73.2,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Primary biliary cirrhosis,K74.3,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Other and unspecified cirrhosis of liver,K74.6,605,11335454,5.3
,Ohio,39,Diseases of the digestive system,K00-K92,"Inflammatory liver disease, unspecified",K75.9,17,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Hepatorenal syndrome,K76.7,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Liver disease, unspecified",K76.9,75,11335454,0.7
,Ohio,39,Diseases of the digestive system,K00-K92,Calculus of gallbladder without cholecystitis,K80.2,34,11335454,0.3
,Ohio,39,Diseases of the digestive system,K00-K92,Acute cholecystitis,K81.0,18,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Cholecystitis, unspecified",K81.9,30,11335454,0.3
,Ohio,39,Diseases of the digestive system,K00-K92,Cholangitis,K83.0,18,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Obstruction of bile duct,K83.1,17,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Acute pancreatitis,K85,108,11335454,1.0
,Ohio,39,Diseases of the digestive system,K00-K92,Alcohol-induced chronic pancreatitis,K86.0,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,Other chronic pancreatitis,K86.1,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Disease of pancreas, unspecified",K86.9,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the digestive system,K00-K92,"Gastrointestinal haemorrhage, unspecified",K92.2,338,11335454,3.0
,Ohio,39,Diseases of the skin and subcutaneous tissue,L00-L98,Cellulitis of other parts of limb,L03.1,10,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the skin and subcutaneous tissue,L00-L98,"Cellulitis, unspecified",L03.9,14,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the skin and subcutaneous tissue,L00-L98,Decubitus ulcer,L89,54,11335454,0.5
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Pyogenic arthritis, unspecified",M00.9,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Rheumatoid lung disease (J99.0*),M05.1,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Rheumatoid arthritis, unspecified",M06.9,142,11335454,1.3
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Arthritis, unspecified",M13.9,23,11335454,0.2
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Arthrosis, unspecified",M19.9,62,11335454,0.5
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Thrombotic microangiopathy,M31.1,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Wegener granulomatosis,M31.3,15,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Systemic lupus erythematosus with organ or system involvement,M32.1,55,11335454,0.5
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Other forms of systemic sclerosis,M34.8,19,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Systemic sclerosis, unspecified",M34.9,23,11335454,0.2
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Systemic involvement of connective tissue, unspecified",M35.9,17,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Scoliosis, unspecified",M41.9,13,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Other specified disorders of muscle,M62.8,16,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,Unspecified osteoporosis with pathological fracture,M80.9,24,11335454,0.2
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Osteoporosis, unspecified",M81.9,55,11335454,0.5
,Ohio,39,Diseases of the musculoskeletal system and connective tissue,M00-M99,"Osteomyelitis, unspecified",M86.9,35,11335454,0.3
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Chronic nephritic syndrome, unspecified",N03.9,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Tubulo-interstitial nephritis, not specified as acute or chronic",N12,23,11335454,0.2
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Obstructive and reflux uropathy, unspecified",N13.9,11,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Acute renal failure, unspecified",N17.9,201,11335454,1.8
,Ohio,39,Diseases of the genitourinary system,N00-N98,End-stage renal disease,N18.0,290,11335454,2.6
,Ohio,39,Diseases of the genitourinary system,N00-N98,Other chronic renal failure,N18.8,39,11335454,0.3
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Chronic renal failure, unspecified",N18.9,352,11335454,3.1
,Ohio,39,Diseases of the genitourinary system,N00-N98,Unspecified renal failure,N19,830,11335454,7.3
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Disorder of kidney and ureter, unspecified",N28.9,19,11335454,0.2 (Unreliable)
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Neuromuscular dysfunction of bladder, unspecified",N31.9,12,11335454,0.1 (Unreliable)
,Ohio,39,Diseases of the genitourinary system,N00-N98,"Urinary tract infection, site not specified",N39.0,588,11335454,5.2
,Ohio,39,Diseases of the genitourinary system,N00-N98,Hyperplasia of prostate,N40,25,11335454,0.2
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by incompetent cervix,P01.0,37,11335454,0.3
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by premature rupture of membranes,P01.1,45,11335454,0.4
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by other forms of placental separation and haemorrhage,P02.1,23,11335454,0.2
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Newborn affected by chorioamnionitis,P02.7,32,11335454,0.3
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Extreme immaturity,P07.2,129,11335454,1.1
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Other preterm infants,P07.3,39,11335454,0.3
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,"Birth asphyxia, unspecified",P21.9,40,11335454,0.4
,Ohio,39,Certain conditions originating in the perinatal period,P00-P96,Respiratory distress syndrome of newborn,P22.0,47,11335454,0.4
