JCAT	Piece	Name	LaunchDate	LState	Owner	OwnState	UNState	Mass	Class	Category	TF	Perigee	Apogee	Inc	OpOrbit
S63203	2025-048W	Starlink 32930	2025 Mar 13 0235:30	US	SPXS	US	[US]	     730.000 	B	COM	-	     281	     289	 43.01 	LLEO/I
S63205	2025-050A	Susanoo-I	2025 Mar 15 0000	NZ	QPS	J	[J]	     120.000 	B	IMG-R	-	     572	     573	 42.00 	LLEO/I
S63208	2025-051A	Siwei Gaojing 3-02	2025 Mar 15 0411	CN	SIWEI	CN	[CN]	    1000.000 	B	IMG	-	     489	     502	 97.49 	LLEO/S
S63209	2025-051B	Tianyan-23	2025 Mar 15 0411	CN	TLCJ/ZZQY	CN	[CN]	     100.000 	B	IMG	-	     489	     501	 97.49 	LLEO/S
S63210	2025-052A	JinjuSat-1B	2025 Mar 15 0643:00	US	KTL	KR	[KR]	       2.000 	C	IMG	-	     511	     513	 97.44 	LLEO/S
S63211	2025-052B	NUSHSat 1	2025 Mar 15 0643:00	US	NUSHS	SG	[SG]	       1.000 	A	TECH	-	     511	     513	 97.44 	LLEO/S
S63212	2025-052C	Startical IOD-1	2025 Mar 15 0643:00	US	STCAL	E	[E]	      20.000 	B	COM	-	     510	     513	 97.44 	LLEO/S
S63213	2025-052D	Tevel 2-9	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     510	     512	 97.44 	LLEO/S
S63214	2025-052E	Tevel 2-2	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     511	     515	 97.44 	LLEO/S
S63215	2025-052F	Tevel 2-8	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     511	     511	 97.44 	LLEO/S
S63216	2025-052G	Botsat-1	2025 Mar 15 0643:00	US	BIUST	BW	[BW]	       5.000 	A	TECH	-	     511	     513	 97.44 	LLEO/S
S63217	2025-052H	Tevel 2-7	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     508	     513	 97.45 	LLEO/S
S63218	2025-052J	NILA	2025 Mar 15 0643:00	US	HEX20	IN	[IN]	       5.000 	B	TECH	-	     508	     513	 97.45 	LLEO/S
S63219	2025-052K	RAPSat-1C	2025 Mar 15 0643:00	US	NSL	US	[US]	       3.200 	B	TECH	-	     513	     518	 97.44 	LLEO/S
S63220	2025-052L	Aerocube 18A	2025 Mar 15 0643:00	US	AERO	US	[US]	      10.000 	D	TECH	-	     512	     517	 97.44 	LLEO/S
S63221	2025-052M	Tevel 2-1	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     511	     516	 97.45 	LLEO/S
S63222	2025-052N	Aerocube 18B	2025 Mar 15 0643:00	US	AERO	US	[US]	      10.000 	D	TECH	-	     512	     518	 97.45 	LLEO/S
S63223	2025-052P	DROID.002	2025 Mar 15 0643:00	US	TURION	US	[US]	      90.000 	B	TECH	-	     512	     521	 97.44 	LLEO/S
S63225	2025-052R	Tomorrow-S6	2025 Mar 15 0643:00	US	TOMIO	US	[US]	      12.000 	B	MET	-	     511	     520	 97.45 	LLEO/S
S63226	2025-052S	Etihad-SAT	2025 Mar 15 0643:00	US	MBRSC	UAE	UAE	     220.000 	C	IMG-R	-	     511	     521	 97.44 	LLEO/S
S63227	2025-052T	Clarity-1	2025 Mar 15 0643:00	US	ALBEDO	US	[US]	     530.000 	B	IMG	-	     509	     515	 97.44 	LLEO/S
S63228	2025-052U	RAPSat-1A	2025 Mar 15 0643:00	US	NSL	US	[US]	       3.200 	B	TECH	-	     512	     517	 97.44 	LLEO/S
S63229	2025-052V	SpaceEye-T	2025 Mar 15 0643:00	US	SATREC	KR	[KR]	     700.000 	B	IMG	-	     513	     522	 97.44 	LLEO/S
S63230	2025-052W	ION Marvelous Mathias	2025 Mar 15 0643:00	US	DORBIT	I	[I]	     220.000 	B	TECH	-	     511	     520	 97.44 	LLEO/S
S63231	2025-052X	M-SEL	2025 Mar 15 0643:00	US	MITRE	US	[US]	      32.000 	B	TECH	-	     511	     520	 97.45 	LLEO/S
S63232	2025-052Y	Sphinx	2025 Mar 15 0643:00	US	VESTGO/ADIG	US	[US]	      32.000 	B	TECH	-	     512	     519	 97.44 	LLEO/S
S63233	2025-052Z	LizzieSat-3	2025 Mar 15 0643:00	US	SIDUS	US	[US]	     100.000 	B	TECH	-	     512	     520	 97.45 	LLEO/S
S63234	2025-052AA	Tomorrow-S5	2025 Mar 15 0643:00	US	TOMIO	US	[US]	      12.000 	B	MET	-	     511	     515	 97.45 	LLEO/S
S63235	2025-052AB	OTP-2	2025 Mar 15 0643:00	US	ROGUE	US	[US]	      11.000 	B	TECH	-	     512	     515	 97.44 	LLEO/S
S63236	2025-052AC	OrbAstro-TR5	2025 Mar 15 0643:00	US	ORBAS/LIFTE	UK	[UK]	      10.000 	B	TECH	-	     510	     512	 97.44 	LLEO/S
S63237	2025-052AD	Tevel 2-4	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     511	     517	 97.45 	LLEO/S
S63238	2025-052AE	ORCA-2b	2025 Mar 15 0643:00	US	DARPA2?	US	[US]	      10.000 	D	CAL	-	     512	     519	 97.44 	LLEO/S
S63239	2025-052AF	Tevel 2-3	2025 Mar 15 0643:00	US	TAU/ISA	IL	[IL]	       1.000 	A	COM	-	     511	     516	 97.45 	LLEO/S
S63240	2025-052AG	Al Munther	2025 Mar 15 0643:00	US	BNSSA	BH	[BH]	       3.000 	C	TECH	-	     511	     512	 97.44 	LLEO/S
S63241	2025-052AH	RAPSat-1B	2025 Mar 15 0643:00	US	NSL	US	[US]	       3.900 	B	TECH	-	     512	     517	 97.45 	LLEO/S
S63242	2025-052AJ	HERMES Pathfinder H1	2025 Mar 15 0643:00	US	ASI	I	[I]	       5.000 	C	AST	-	     513	     520	 97.45 	LLEO/S
S63243	2025-052AK	HERMES Pathfinder H2	2025 Mar 15 0643:00	US	ASI	I	[I]	       5.000 	C	AST	-	     498	     514	 97.44 	LLEO/S
S63244	2025-052AL	PANDORE	2025 Mar 15 0643:00	US	USPACE	F	[F]	      16.000 	B	TECH	-	     591	     594	 97.74 	LLEO/S
S63245	2025-052AM	Buccaneer-MM	2025 Mar 15 0643:00	US	UNSW/DSTO	AU	[AU]	      10.000 	A	TECH	-	     591	     592	 97.74 	LLEO/S
S63246	2025-052AN	Lemur-2 Leia-Philip	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     588	     592	 97.74 	LLEO/S
S63247	2025-052AP	EZIE-A	2025 Mar 15 0643:00	US	APL/JPL	US	[US]	      10.000 	C	SCI	-	     591	     593	 97.74 	LLEO/S
S63248	2025-052AQ	Lemur-2 Lia-Martin	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     591	     591	 97.74 	LLEO/S
S63249	2025-052AR	EZIE-C	2025 Mar 15 0643:00	US	APL/JPL	US	[US]	      10.000 	C	SCI	-	     589	     591	 97.74 	LLEO/S
S63250	2025-052AS	EZIE-B	2025 Mar 15 0643:00	US	APL/JPL	US	[US]	      10.000 	C	SCI	-	     591	     592	 97.74 	LLEO/S
S63251	2025-052AT	UVSQ-Sat NG	2025 Mar 15 0643:00	US	LATMOS	F	[F]	      12.000 	C	EOSCI	-	     591	     593	 97.74 	LLEO/S
S63252	2025-052AU	ARVAKER 1	2025 Mar 15 0643:00	US	NSC	N	[N]	     100.000 	B	IMG	-	     588	     591	 97.74 	LLEO/S
S63253	2025-052AV	ICEYE-X48	2025 Mar 15 0643:00	US	ICEUS	US	[US]	      80.000 	B	IMG-R	-	     586	     591	 97.74 	LLEO/S
S63254	2025-052AW	YAM-8	2025 Mar 15 0643:00	US	LOFT	US	[US]	     150.000 	B	TECH	-	     586	     591	 97.74 	LLEO/S
S63255	2025-052AX	ICEYE-X50	2025 Mar 15 0643:00	US	ICEYE	FI	[FI]	      80.000 	B	IMG-R	-	     585	     591	 97.74 	LLEO/S
S63256	2025-052AY	FireSat0	2025 Mar 15 0643:00	US	MUON	US	[US]	     135.000 	B	IMG	-	     586	     591	 97.74 	LLEO/S
S63257	2025-052AZ	ICEYE-X51	2025 Mar 15 0643:00	US	ICEUS	US	[US]	      80.000 	B	IMG-R	-	     589	     591	 97.74 	LLEO/S
S63258	2025-052BA	ICEYE-X46	2025 Mar 15 0643:00	US	ICEYE	FI	[FI]	      80.000 	B	IMG-R	-	     585	     591	 97.74 	LLEO/S
S63259	2025-052BB	Lemur-2 Deloitte-1	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     589	     591	 97.74 	LLEO/S
S63260	2025-052BC	HYVRID	2025 Mar 15 0643:00	US	YONS	KR	[KR]	       5.000 	A	TECH	-	     591	     593	 97.74 	LLEO/S
S63261	2025-052BD	Lemur-2 EmersonRose	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     591	     593	 97.74 	LLEO/S
S63262	2025-052BE	Lemur-2 Marache-Fran	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     591	     594	 97.73 	LLEO/S
S63263	2025-052BF	SOAP	2025 Mar 15 0643:00	US	USPACE	F	[F]	      16.000 	B	TECH	-	     591	     595	 97.74 	LLEO/S
S63264	2025-052BG	Lemur-2 TheFalconer	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     591	     593	 97.74 	LLEO/S
S63265	2025-053A	Starlink 11654	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63266	2025-053B	Starlink 11659	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63267	2025-053C	Starlink 11653	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63268	2025-053D	Starlink 11641	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63269	2025-053E	Starlink 11638	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63270	2025-053F	Starlink 11614	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63271	2025-053G	Starlink 11620	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63272	2025-053H	Starlink 11619	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63273	2025-053J	Starlink 11621	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63274	2025-053K	Starlink 11615	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     293	 43.00 	LLEO/I
S63275	2025-053L	Starlink 11608	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63276	2025-053M	Starlink 11623	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     293	 43.00 	LLEO/I
S63277	2025-053N	Starlink 11612	2025 Mar 15 1135:10	US	SPXS	US	[US]	     730.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63278	2025-053P	Starlink 33660	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     291	 43.00 	LLEO/I
S63279	2025-053Q	Starlink 33611	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63280	2025-053R	Starlink 33646	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63281	2025-053S	Starlink 33665	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63282	2025-053T	Starlink 33603	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63283	2025-053U	Starlink 33669	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63284	2025-053V	Starlink 33673	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63285	2025-053W	Starlink 33662	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63286	2025-053X	Starlink 33613	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63287	2025-053Y	Starlink 33680	2025 Mar 15 1135:10	US	SPXS	US	[US]	     575.000 	B	COM	-	     284	     292	 43.00 	LLEO/I
S63288	2025-054A	Kosmos-2585	2025 Mar 16 1050	RU	VVKOV	RU	[RU]	     280.000 	D	COM	-	    1492	    1517	 82.50 	LEO/I
S63289	2025-054B	Kosmos-2586	2025 Mar 16 1050	RU	VVKOV	RU	[RU]	     280.000 	D	COM	-	    1492	    1514	 82.50 	LEO/I
S63290	2025-054C	Kosmos-2587	2025 Mar 16 1050	RU	VVKOV	RU	[RU]	     280.000 	D	COM	-	    1491	    1513	 82.50 	LEO/I
S63291	2025-055A	Yunyao-1 55	2025 Mar 17 0807	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     528	     546	 97.59 	LLEO/S
S63292	2025-055B	Yunyao-1 56	2025 Mar 17 0807	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     528	     546	 97.59 	LLEO/S
S63293	2025-055C	Yunyao-1 57	2025 Mar 17 0807	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     528	     547	 97.60 	LLEO/S
S63294	2025-055D	Yunyao-1 58	2025 Mar 17 0807	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     528	     547	 97.60 	LLEO/S
S63295	2025-055E	Yunyao-1 59	2025 Mar 17 0807	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     529	     546	 97.60 	LLEO/S
S63296	2025-055F	Yunyao-1 60	2025 Mar 17 0807	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     529	     546	 97.60 	LLEO/S
S63297	2025-055G	AIRSAT-06	2025 Mar 17 0807	CN	ZHWK/JIG	CN	[CN]	     250.000 	B	IMG	-	     529	     546	 97.60 	LLEO/S
S63298	2025-055H	AIRSAT-07	2025 Mar 17 0807	CN	ZHWK/JIG	CN	[CN]	     250.000 	B	IMG	-	     529	     546	 97.60 	LLEO/S
S63300	2025-056A	Kineis-4E	2025 Mar 18 0131	NZ	KINEIS	F	[F]	      28.000 	B	COM	-	     644	     647	 97.97 	LEO/S
S63301	2025-056B	Kineis-4C	2025 Mar 18 0131	NZ	KINEIS	F	[F]	      28.000 	B	COM	-	     644	     646	 97.97 	LEO/S
S63302	2025-056C	Kineis-4D	2025 Mar 18 0131	NZ	KINEIS	F	[F]	      28.000 	B	COM	-	     644	     645	 97.97 	LEO/S
S63303	2025-056D	Kineis-4A	2025 Mar 18 0131	NZ	KINEIS	F	[F]	      28.000 	B	COM	-	     643	     644	 97.97 	LEO/S
S63304	2025-056E	Kineis-4B	2025 Mar 18 0131	NZ	KINEIS	F	[F]	      28.000 	B	COM	-	     642	     645	 97.97 	LEO/S
S63307	2025-057A	Starlink 11568	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63308	2025-057B	Starlink 11575	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63309	2025-057C	Starlink 11585	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63310	2025-057D	Starlink 11587	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63311	2025-057E	Starlink 11589	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63312	2025-057F	Starlink 11650	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63313	2025-057G	Starlink 11648	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63314	2025-057H	Starlink 11640	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63315	2025-057J	Starlink 11652	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63316	2025-057K	Starlink 11645	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63317	2025-057L	Starlink 11633	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63318	2025-057M	Starlink 11593	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63319	2025-057N	Starlink 11588	2025 Mar 18 1957:50	US	SPXS	US	[US]	     730.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63320	2025-057P	Starlink 33671	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63321	2025-057Q	Starlink 33650	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63322	2025-057R	Starlink 33689	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63323	2025-057S	Starlink 33607	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63324	2025-057T	Starlink 33619	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63325	2025-057U	Starlink 33612	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63326	2025-057V	Starlink 33672	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63327	2025-057W	Starlink 33625	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63328	2025-057X	Starlink 33699	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63329	2025-057Y	Starlink 33674	2025 Mar 18 1957:50	US	SPXS	US	[US]	     575.000 	B	COM	-	     283	     292	 43.01 	LLEO/I
S63333	2025-058A	USA 487	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     503	     517	 69.99 	LLEO/I
S63334	2025-058B	USA 488	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     496	     501	 70.00 	LLEO/I
S63335	2025-058C	USA 489	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     499	     510	 70.00 	LLEO/I
S63336	2025-058D	USA 490	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     497	     504	 70.00 	LLEO/I
S63337	2025-058E	USA 491	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     498	     507	 70.00 	LLEO/I
S63338	2025-058F	USA 492	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     498	     505	 70.00 	LLEO/I
S63339	2025-058G	USA 493	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     499	     508	 70.00 	LLEO/I
S63340	2025-058H	USA 494	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     505	     517	 69.99 	LLEO/I
S63341	2025-058J	USA 495	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     508	     517	 69.99 	LLEO/I
S63342	2025-058K	USA 496	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     497	     502	 70.00 	LLEO/I
S63343	2025-058L	USA 497	2025 Mar 21 0649	US	NROC	US	[US]	     800.000 	D	IMG	-	     499	     512	 70.00 	LLEO/I
S63344	2025-059A	Yunyao-1 43	2025 Mar 21 1107	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     532	     547	 97.59 	LLEO/S
S63345	2025-059B	Yunyao-1 44	2025 Mar 21 1107	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     535	     547	 97.60 	LLEO/S
S63346	2025-059C	Yunyao-1 45	2025 Mar 21 1107	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     528	     546	 97.60 	LLEO/S
S63347	2025-059D	Yunyao-1 46	2025 Mar 21 1107	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     529	     546	 97.60 	LLEO/S
S63348	2025-059E	Yunyao-1 47	2025 Mar 21 1107	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     530	     547	 97.60 	LLEO/S
S63349	2025-059F	Yunyao-1 48	2025 Mar 21 1107	CN	YYAO	CN	[CN]	      50.000 	B	MET-RO	-	     529	     546	 97.60 	LLEO/S
S63350	2025-060A	USA 498	2025 Mar 24 1748	US	NROC/USN	US	[US]	    1000.000 	D	SIG*	-	     908	    1306	 64.07 	LEO/I
S63351	2025-061A	OTC-P1-1	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     527	     566	 97.52 	LLEO/S
S63352	2025-061B	OTC-P1-2	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     525	     556	 97.52 	LLEO/S
S63353	2025-061C	OTC-P1-3	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     524	     556	 97.52 	LLEO/S
S63354	2025-061D	OTC-P1-4	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     524	     557	 97.52 	LLEO/S
S63355	2025-061E	OTC-P1-5	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     526	     552	 97.52 	LLEO/S
S63356	2025-061F	OTC-P1-6	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     525	     548	 97.51 	LLEO/S
S63357	2025-061G	OTC-P1-7	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     520	     556	 97.51 	LLEO/S
S63358	2025-061H	OTC-P1-8	2025 Mar 26 1530	NZ	ORORA	D	[D]	      15.000 	B	IMG	-	     524	     552	 97.52 	LLEO/S
S63361	2025-062A	Tian Lian 2-04	2025 Mar 26 1555	CN	CAST	CN	[CN]	    5000.000 	C	COM	-	   35659	   35916	  5.37 	GEO/I
S63363	2025-063A	Starlink 32840	2025 Mar 26 2211:40	US	SPXS	US	[US]	     730.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63364	2025-063B	Starlink 32543	2025 Mar 26 2211:40	US	SPXS	US	[US]	     730.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63365	2025-063C	Starlink 33741	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63366	2025-063D	Starlink 33742	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63367	2025-063E	Starlink 33734	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63368	2025-063F	Starlink 33578	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63369	2025-063G	Starlink 33626	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63370	2025-063H	Starlink 33657	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63371	2025-063J	Starlink 33648	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63372	2025-063K	Starlink 33614	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63373	2025-063L	Starlink 33617	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63374	2025-063M	Starlink 33618	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63375	2025-063N	Starlink 33621	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63376	2025-063P	Starlink 33539	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63377	2025-063Q	Starlink 33634	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63378	2025-063R	Starlink 33640	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     278	     290	 53.16 	LLEO/I
S63379	2025-063S	Starlink 33636	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63380	2025-063T	Starlink 33653	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63381	2025-063U	Starlink 33643	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63382	2025-063V	Starlink 33633	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63383	2025-063W	Starlink 33748	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63384	2025-063X	Starlink 33658	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63385	2025-063Y	Starlink 33616	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63386	2025-063Z	Starlink 33571	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63387	2025-063AA	Starlink 33533	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63388	2025-063AB	Starlink 33629	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63389	2025-063AC	Starlink 33656	2025 Mar 26 2211:40	US	SPXS	US	[US]	     575.000 	B	COM	-	     277	     290	 53.16 	LLEO/I
S63395	2025-052BH	Lemur-2 Balto	2025 Mar 15 0643:00	US	SPIRE	US	[US]	      10.000 	B	COM/MET-RO	-	     591	     596	 97.74 	LLEO/S
