#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2025 Aug  5 0507:15
S09478	1976-101A	Marisat 102	1976 Oct 14	1976 Oct 17 0013	2025 Aug  4 1122:	    1475.559 	   36110.9 	 	   37000.1 	 	  6.48 	 	GEO/ID	 94.30W	 +   9.661W	2008 Oct 29	P	-
S09503	1976-107A	Ekran	1976 Oct 26	1976 Oct 26 2115	2025 Aug  4 1329:	    1435.462 	   35478.2 	 	   36070.2 	 	  4.39 	 	GEO/ID	 86.81E	 +   0.153E	1978 Aug	P	-
S11569	1976-107F	Blok DM  No. 6L	1976 Oct 26	1976 Oct 26 2115	2025 Aug  4 1247:	    1419.292 	   35409.6 	 	   35504.4 	 	  3.57 	 	GEO/ID	 61.36W	 +   4.267E	1976 Oct 26 1450:00	R	-
S09785	1977-005A	NATO 3B	1977 Jan 28	1977 Jan 30 0100	2025 Aug  4 1134:	    1511.511 	   37077.7 	 	   37422.5 	 	  8.86 	 	VHEO	 86.36W	 +  18.017W	1993 Sep  1	P	-
S09803	1977-007A	DSP F7	1977 Feb  6	1977 Feb  6 1200	2025 Aug  4 1246:	    1476.478 	   36239.0 	 	   36907.7 	 	  5.54 	 	GEO/ID	 64.21W	 +   9.880W	1985 Jan 24	P	-
S09855	1977-007C	Transtage 23	1977 Feb  6	1977 Feb  6 1200	2025 Aug  4 0559:	    1436.845 	   35735.4 	 	   35867.1 	 	  4.21 	 	GEO/ID	129.65W	 +   0.195W	1977 Feb  6 0600:01	R	-
S09856	1977-007D	DSP 9 Aperture Cover	1977 Feb  6	1977 Feb  7?    	2018 Jun 27 0702:	    1431.432 	   34716.1 	 	   36674.4 	 	 10.01 	 	GEO/ID	 74.80W	 +   1.169E	1977 Feb  6 0600:01	C	-
S09852	1977-014A	Kiku 2	1977 Feb 23	1977 Feb 26 0532	2025 Aug  4 0622:	    1439.877 	   35851.5 	 	   35869.6 	 	  6.07 	 	GEO/ID	 30.93E	 +   0.955W	1990 Dec 10	P	-
S09862	1977-018A	Palapa A2	1977 Mar 10	1977 Mar 14     	2025 Aug  4 1130:	    1439.573 	   35835.3 	 	   35873.9 	 	  9.28 	 	GEO/ID	 89.86W	 +   0.879W	1986?	P	-
S10000	1977-034A	DSCS II F-7	1977 May 12	1977 May 12 2300	2025 Aug  4 0017:	    1489.533 	   36746.1 	 	   36906.2 	 	  8.85 	 	GEO/ID	 21.58W	 +  12.957W	1981 Dec 20	P	-
S10001	1977-034B	DSCS II F-8	1977 May 12	1977 May 12 2300	2025 Aug  3 1658:	    1509.021 	   37048.9 	 	   37355.5 	 	  9.51 	 	VHEO	 94.71E	 +  17.452W	1990 Feb	P	-
S10002	1977-034C	Transtage 32	1977 May 12	1977 May 12 2300	2025 Aug  4 1346:	    1506.976 	   35919.1 	 	   38406.6 	 	  9.47 	 	VHEO	144.78E	 +  16.986W	1977 May 12 1426:58	R	-
S10016	1977-038A	OPS 9751	1977 May 23	1977 May 24 0100	2025 Aug  4 0821:	    1435.516 	   30244.3 	 	   41306.2 	 	  7.78 	 	GEO/T	 84.49E	 +   0.139E	1984 Nov?	P	-
S15422	1977-038C	CANYON apogee motor?	1977 May 23	1977 May 24 0100	2025 Aug  3 2236:	    1407.115 	   29114.7 	 	   41320.1 	 	  6.72 	 	GEO/NS	 38.33E	 +   7.428E	1977 May 23 1813:00	C	-
S10024	1977-041A	INTELSAT IVA F4	1977 May 26	1977 May 28 0050	2025 Aug  4 0237:	    1448.029 	   35962.9 	 	   36076.7 	 	  9.52 	 	GEO/ID	 37.72W	 +   2.982W	1989 Aug 10	P	-
S10061	1977-048A	GOES 2	1977 Jun 16	1977 Jun 17 0326	2025 Aug  3 2015:	    1448.788 	   35988.8 	 	   36080.4 	 	  7.18 	 	GEO/ID	 64.18E	 +   3.169W	2001 May  5	P	-
S20799	1977-048G	SVM-5	1977 Jun 16	1977 Jun 17 0330	2025 Aug  4 0618:	    1431.892 	   34836.2 	 	   36572.3 	 	  4.91 	 	GEO/ID	 16.36E	 +   1.053E	1977 Jun 16 1051:00	C	-
A02828	1977-048	GOES 2 VISSR Cover	1977 Jun 16	1977 Jun 20?    	1977 Jun 20	    1435.939 	   35265.0 	 	   36302.0 	 	  0.88 	 	GEO/I	-	-	1977 Jun 16 1051:00	C	-
S10143	1977-065A	Himawari	1977 Jul 14	1977 Jul 15 1400	2025 Aug  4 1100:	    1450.862 	   35998.1 	 	   36152.2 	 	  7.28 	 	GEO/ID	162.20W	 +   3.681W	1989 Sep 17	P	-
S59985	1977-065GQ	Star 27 S/N 0016	1977 Jul 14	1977 Jul 15 1400	2025 Aug  3 1446:	    1423.993 	   34411.9 	 	   36686.8 	 	  5.01 	 	GEO/ID	103.85E	 +   3.061E	1977 Jul 14 1039:00	C	-
A02835	1977-065	GMS 1 VISSR Cover	1977 Jul 14	1977 Jul 18?    	1977 Jul 18	    1436.450 	   35775.0 	 	   35812.0 	 	  1.20 	 	GEO/S	-	-	1977 Jul 14 1039:00	C	-
S10159	1977-071A	Raduga	1977 Jul 23	1977 Jul 24 0345	2025 Aug  4 0445:	    1436.989 	   35765.3 	 	   35842.9 	 	  4.93 	 	GEO/ID	 49.23E	 +   0.231W	1980 Jul	P	-
S11570	1977-071F	Blok DM  No. 7L	1977 Jul 23	1977 Jul 24 0345	2025 Aug  4 1125:	    1473.349 	   36468.6 	 	   36556.7 	 	  6.47 	 	GEO/ID	 92.47W	 +   9.134W	1977 Jul 23 2115:00	R	-
S10294	1977-080A	Sirio 1	1977 Aug 25	1977 Aug 27 1457	2025 Aug  3 1836:	    1436.070 	   35754.4 	 	   35817.7 	 	  7.94 	 	GEO/I	 75.10E	 +   0.000W	1989 Sep 28	P	-
S10365	1977-092A	Ekran	1977 Sep 20	1977 Sep 21 0000	2025 Aug  4 0308:	    1435.334 	   35633.3 	 	   35910.1 	 	  5.05 	 	GEO/ID	 68.05E	 +   0.185E	1978 Jun 23	P	-
S11571	1977-092G	Blok DM  No. 9L	1977 Sep 20	1977 Sep 21 0000	2025 Aug  4 0446:	    1421.687 	   35459.7 	 	   35548.4 	 	  4.34 	 	GEO/ID	 54.20E	 +   3.651E	1977 Sep 20 1728:00	R	-
S10489	1977-108A	Meteosat 1	1977 Nov 23	1977 Nov 23 1819	2025 Aug  4 0621:	    1436.973 	   35768.7 	 	   35838.8 	 	  5.88 	 	GEO/ID	 27.11E	 +   0.227W	1985 Oct	P	-
S13907	1977-108D	SVM-6A	1977 Nov 23	1977 Nov 23 1821	2025 Aug  4 1058:	    1472.409 	   36105.5 	 	   36883.3 	 	  7.13 	 	GEO/ID	114.88W	 +   8.910W	1977 Nov 23 0135:00	C	-
A02900	1977-108	Meteosat 1 MVIRI cover	1977 Nov 23	1977 Dec  9?    	1977 Dec  9	    1436.245 	   35776.0 	 	   35803.0 	 	  0.20 	 	GEO/S	-	-	1977 Nov 23 0135:00	C	-
A02901	1977-108	Meteosat 1 cooler cover	1977 Nov 23	1977 Dec  9?    	1977 Dec  9	    1436.245 	   35776.0 	 	   35803.0 	 	  0.20 	 	GEO/S	-	-	1977 Nov 23 0135:00	C	-
S10508	1977-114A	OPS 4258	1977 Dec 11	1977 Dec 12?    	2025 Feb 18 1037:	    1436.413 	   35701.1 	 	   35884.5 	 	 11.30 	 	GEO/I	 25.71W	 +   0.087W	1988?	P	-
S10516	1977-118A	Sakura	1977 Dec 15	1977 Dec 16 0327	2025 Aug  4 1207:	    1455.758 	   36160.7 	 	   36180.4 	 	  8.11 	 	GEO/ID	157.51E	 +   4.883W	1985 Nov 19	P	-
S10557	1978-002A	INTELSAT IVA F3	1978 Jan  7	1978 Jan  7     	2025 Aug  4 0416:	    1441.293 	   35871.5 	 	   35905.0 	 	  9.59 	 	GEO/ID	 52.89W	 +   1.309W	1988 Nov 15	P	-
S10637	1978-012A	IUE	1978 Jan 26	1978 Jan 27?    	2025 Jul 25 1924:	    1439.044 	   29524.2 	 	   42164.3 	 	 37.47 	 	GEO/NS	 55.26E	 +   0.746W	1996 Sep 30	P	-
S33000	1978-012D	IUE dust cover?	1978 Jan 26	1978 Jan 30 1630	2024 Jan 16 1412:	    1434.535 	   22745.8 	 	   48766.3 	 	 39.14 	 	GEO/NS	141.82E	 +   0.386E	1978 Jan 26 1736:00	C	-
S10669	1978-016A	FLTSATCOM F1	1978 Feb  9	1978 Feb 11     	2025 Aug  4 1340:	    1454.480 	   36106.8 	 	   36184.6 	 	  7.88 	 	GEO/ID	122.24E	 +   4.570W	*	P	-
S10778	1978-035A	INTELSAT IVA F6	1978 Mar 31	1978 Apr  1     	2025 Aug  3 1838:	    1434.395 	   35723.4 	 	   35783.2 	 	  9.38 	 	GEO/ID	 84.83E	 +   0.421E	1986 Dec 29	P	-
S10787	1978-038A	OPS 8790	1978 Apr  7	1978 Apr  8?    	2025 Aug  4 1126:	    1432.997 	   35661.5 	 	   35790.3 	 	  4.09 	 	GEO/ID	141.93W	 +   0.774E	1988?	P	-
S10792	1978-039A	Yuri	1978 Apr  7	1978 Apr  9 0034	2025 Aug  4 1336:	    1436.160 	   35712.5 	 	   35863.2 	 	  6.26 	 	GEO/I	108.43E	 +   0.023W	1982 Jan 28	P	-
S10855	1978-044A	OTS 2	1978 May 11	1978 May 13 1200	2025 Aug  4 0059:	    1452.470 	   36076.1 	 	   36136.9 	 	  8.69 	 	GEO/ID	 20.05W	 +   4.076W	1991 Jan	P	-
S10941	1978-058A	OPS 9454	1978 Jun 10	1978 Jun 11 0130	2025 Jun 14 0550:	    1438.470 	   29422.6 	 	   42243.5 	 	 10.21 	 	GEO/NS	 12.68E	 +   0.603W	1988?	P	-
S10942	1978-058B	Transtage 33	1978 Jun 10	1978 Jun 11 0130	2025 Aug  4 1112:	    1445.423 	   29908.6 	 	   42029.4 	 	  9.90 	 	GEO/NS	 99.89W	 +   2.336W	1978 Jun 10 1908	R	-
S10953	1978-062A	GOES 3	1978 Jun 16	1978 Jun 17 0322	2025 Aug  4 1343:	    1449.216 	   36035.8 	 	   36050.2 	 	  7.62 	 	GEO/ID	133.09E	 +   3.275W	2016 Jun 30	P	-
S20801	1978-062D	SVM-5	1978 Jun 16	1978 Jun 17     	2025 Aug  4 0447:	    1447.635 	   35575.8 	 	   36448.4 	 	  7.24 	 	GEO/ID	 55.75E	 +   2.884W	1978 Jun 16 1049	C	-
S11581	1977-092H	Ekran battery part	1977 Sep 20	1978 Jun 23     	2025 Aug  4 0620:	    1436.643 	   35727.7 	 	   35866.8 	 	  4.95 	 	GEO/ID	 22.13E	 +   0.144W	1977 Sep 20 1728:00	D	-
S12996	1977-092J	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2025 Aug  4 1043:	    1439.262 	   35763.1 	 	   35933.9 	 	  5.12 	 	GEO/ID	167.50W	 +   0.801W	1977 Sep 20 1728:00	D	-
S29014	1977-092K	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2025 Aug  4 0932:	    1437.848 	   35739.9 	 	   35901.8 	 	  4.95 	 	GEO/ID	 25.23W	 +   0.447W	1977 Sep 20 1728:00	D	-
S33519	1977-092L	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2018 Feb 26 1245:	    1435.291 	   35332.9 	 	   36208.8 	 	 11.17 	 	GEO/ID	 34.68W	 +   0.195E	1977 Sep 20 1728:00	D	-
S59986	1977-092M	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2025 Aug  4 1209:	    1426.719 	   35440.7 	 	   35765.0 	 	  4.59 	 	GEO/ID	165.66E	 +   2.366E	1977 Sep 20 1728:00	D	-
S59987	1977-092N	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2025 Aug  4 1343:	    1435.763 	   35717.0 	 	   35843.2 	 	  4.94 	 	GEO/I	132.84E	 +   0.077E	1977 Sep 20 1728:00	D	-
S59988	1977-092P	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2025 Aug  4 0802:	    1427.435 	   35465.3 	 	   35768.5 	 	  4.75 	 	GEO/ID	 58.75W	 +   2.183E	1977 Sep 20 1728:00	D	-
A02970	1978-062	GOES 3 VISSR Cover	1978 Jun 16	1978 Jun 29?    	1978 Jun 29	    1444.274 	   35448.0 	 	   36445.0 	 	  1.65 	 	GEO/D	-	-	1978 Jun 16 1049	C	-
S10975	1978-068A	Comstar 203	1978 Jun 29	1978 Jul  1 2237	2025 Aug  4 0748:	    1451.662 	   35998.8 	 	   36182.6 	 	 10.09 	 	GEO/ID	 72.38W	 +   3.878W	1986 May 21	P	-
S10981	1978-071A	Geos 2	1978 Jul 14	1978 Jul 16 0430	2025 Aug  4 1341:	    1448.991 	   36023.0 	 	   36054.2 	 	  6.36 	 	GEO/ID	126.56E	 +   3.219W	1985 Oct	P	-
S10987	1978-073A	Raduga	1978 Jul 18	1978 Jul 19 0530	2025 Aug  3 1838:	    1435.009 	   35724.3 	 	   35806.3 	 	  5.60 	 	GEO/ID	 84.64E	 +   0.267E	1982 Apr	P	-
S11941	1978-073F	Blok DM No. 10L	1978 Jul 18	1978 Jul 19 0530	2025 Aug  4 1134:	    1475.868 	   36495.3 	 	   36627.7 	 	  7.24 	 	GEO/ID	 86.06W	 +   9.735W	1978 Jul 18 2159:00	R	-
S11115	1978-106A	NATO 3C	1978 Nov 19	1978 Nov 20     	2025 Aug  3 2331:	    1462.188 	   36281.9 	 	   36309.7 	 	  9.72 	 	GEO/ID	 29.04E	 +   6.448W	1992 Jun 15	P	-
S11144	1978-113A	DSCS II F-11	1978 Dec 14	1978 Dec 14 0700	2025 Aug  4 1130:	    1531.396 	   37511.4 	 	   37752.4 	 	 11.39 	 	VHEO	 87.00W	 +  22.471W	1993 Dec 13	P	-
S11145	1978-113B	DSCS II F-12	1978 Dec 14	1978 Dec 14 0700	2025 Aug  3 1659:	    1462.824 	   36280.9 	 	   36335.4 	 	  8.95 	 	GEO/ID	 97.90E	 +   6.603W	1993 Dec 13	P	-
S11147	1978-113D	Transtage 36	1978 Dec 14	1978 Dec 14 0700	2025 Aug  3 1729:	    1535.907 	   36596.6 	 	   38840.0 	 	 11.47 	 	VHEO	 97.99E	 +  23.465W	1978 Dec 14 0040:02	R	-
S11153	1978-116A	Anik B	1978 Dec 16	1978 Dec 19     	2025 Aug  3 2015:	    1442.791 	   35846.8 	 	   35988.2 	 	 10.07 	 	GEO/ID	 61.56E	 +   1.682W	1987 Mar  8	P	-
S11158	1978-118A	Gorizont	1978 Dec 19	1978 Dec 19 1845	2025 Aug  4 0757:	    1435.618 	   22606.6 	 	   48947.8 	 	 11.96 	 	GEO/T	 90.92E	 +   0.113E	1980 Jan 10	P	-
S11926	1978-118C	Blok DM No. 17L	1978 Dec 19	1978 Dec 19 1845	2025 Aug  4 1222:	    1417.261 	   22697.6 	 	   48136.6 	 	 12.20 	 	GEO/NS	147.48W	 +   4.790E	1978 Dec 19 1215:00	R	-
S11256	1979-007A	SCATHA	1979 Jan 30	1979 Feb  2 2200	2025 Aug  4 0001:	    1418.322 	   28094.9 	 	   42781.0 	 	 10.52 	 	GEO/NS	131.67E	 +   4.517E	1991 May 28	P	-
S29000	1979-007C	SCATHA AIM	1979 Jan 30	1979 Feb  3?    	2025 Aug  4 1209:	    1417.484 	   28166.3 	 	   42676.6 	 	 10.47 	 	GEO/NS	165.60E	 +   4.733E	1979 Jan 30 2142	C	-
S11261	1979-009A	Ayame	1979 Feb  6	1979 Feb  9?    	2025 Aug  3 2325:	     854.177 	   12545.8 	 	   34340.3 	 	 10.12 	 	MEO	  5.28E	-	1979 Feb  9	P	-
S11273	1979-015A	Ekran	1979 Feb 21	1979 Feb 21 1430	2025 Aug  4 0446:	    1436.504 	   35626.2 	 	   35962.9 	 	  5.92 	 	GEO/ID	 53.66E	 +   0.109W	1981 May?	P	-
S13900	1979-015D	Blok DM No. 13L	1979 Feb 21	1979 Feb 21 1430	2025 Aug  4 1117:	    1420.929 	   35447.9 	 	   35530.5 	 	  5.18 	 	GEO/ID	150.05W	 +   3.846E	1979 Feb 21 0749:00	R	-
S11343	1979-035A	Raduga	1979 Apr 25	1979 Apr 25 1015	2025 Aug  3 2015:	    1436.165 	   35767.1 	 	   35808.7 	 	  6.09 	 	GEO/I	 64.43E	 +   0.024W	1982 May 27	P	-
S17873	1979-035E	Blok DM No. 15L	1979 Apr 25	1979 Apr 25 1015	2025 Aug  4 1344:	    1437.321 	   35693.3 	 	   35927.8 	 	  6.02 	 	GEO/ID	138.82E	 +   0.315W	1979 Apr 25 0344:00	R	-
S11353	1979-038A	FLTSATCOM F2	1979 May  4	1979 May  6     	2025 Aug  4 1117:	    1461.299 	   36218.0 	 	   36338.9 	 	  8.42 	 	GEO/ID	 98.74W	 +   6.233W	1992 Feb 13	P	-
S11397	1979-053A	DSP F8	1979 Jun 10	1979 Jun 10 2000	2025 Aug  3 1659:	    1458.290 	   36180.0 	 	   36259.7 	 	  7.96 	 	GEO/ID	 96.17E	 +   5.501W	1985?	P	-
S11436	1979-053C	Transtage 31	1979 Jun 10	1979 Jun 10 2000	2025 Aug  3 1818:	    1448.095 	   35764.4 	 	   36277.8 	 	  7.62 	 	GEO/ID	 70.14E	 +   2.998W	1979 Jun 10 1339:00	R	-
S20364	1979-053D	DSP 11 Aperture Cover	1979 Jun 10	1979 Jun 11?    	1989 Dec 31	    1449.191 	   34730.0 	 	   37355.0 	 	  7.00 	 	GEO/ID	-	-	1979 Jun 10 1339:00	C	-
S11440	1979-062A	Gorizont	1979 Jul  5	1979 Jul  6 0600	2025 Aug  3 1840:	    1435.922 	   35765.5 	 	   35800.9 	 	  6.52 	 	GEO/I	 89.08E	 +   0.037E	1983 Dec  6	P	-
S14005	1979-062D	Blok DM No. 21L	1979 Jul  5	1979 Jul  6 0600	2025 Aug  3 1836:	    1474.355 	   36511.3 	 	   36553.1 	 	  8.03 	 	GEO/ID	 75.18E	 +   9.374W	1979 Jul  5 2319:00	R	-
S11484	1979-072A	Westar 3	1979 Aug 10	1979 Aug 11 1430	2025 Aug  4 1114:	    1440.750 	   35869.8 	 	   35885.4 	 	 10.77 	 	GEO/ID	152.44W	 +   1.173W	1990 Jan 24	P	-
S11558	1979-086A	OPS 1948	1979 Oct  1	1979 Oct  1 1800	2025 Aug  4 0658:	    1436.693 	   30248.6 	 	   41348.0 	 	  5.82 	 	GEO/NS	157.61E	 +   0.157W	1989?	P	-
S11560	1979-086C	Transtage 34	1979 Oct  1	1979 Oct  1 1800	2025 Aug  4 0556:	    1444.565 	   30388.9 	 	   41515.5 	 	  5.66 	 	GEO/NS	 31.92W	 +   2.123W	1979 Oct  1 1122:00	R	-
S11561	1979-087A	Ekran	1979 Oct  3	1979 Oct  3 2345	2025 Aug  4 0447:	    1435.640 	   35724.2 	 	   35831.1 	 	  6.38 	 	GEO/I	 57.70E	 +   0.108E	1981 Mar	P	-
S17939	1979-087C	Blok DM No. 23L	1979 Oct  3	1979 Oct  3 2345	2025 Aug  4 1345:	    1433.323 	   35568.5 	 	   35896.1 	 	  6.13 	 	GEO/ID	139.57E	 +   0.691E	1979 Oct  3 1712:00	R	-
S11623	1979-098C	Transtage 37	1979 Nov 21	1979 Nov 21 0832	2025 Aug  4 1136:	    1510.726 	   35950.9 	 	   38519.1 	 	 10.89 	 	VHEO	135.81W	 +  17.839W	1979 Nov 21 0209:36	R	-
S11621	1979-098A	DSCS II F-13	1979 Nov 21	1979 Nov 21 0837	2025 Aug  4 1058:	    1506.306 	   37114.5 	 	   37185.3 	 	 10.88 	 	VHEO	107.04W	 +  16.832W	1994 Jul 19?	P	-
S11622	1979-098B	DSCS II F-14	1979 Nov 21	1979 Nov 21 0848	2025 Aug  4 0104:	    1464.123 	   36323.0 	 	   36343.8 	 	  9.17 	 	GEO/ID	  5.87W	 +   6.917W	1995 Jun 19?	P	-
S11684	1979-105E	Blok DM No. 24L	1979 Dec 28	1979 Dec 28 1811	2025 Aug  4 1130:	    1459.204 	   36163.7 	 	   36311.7 	 	  7.62 	 	GEO/ID	 87.77W	 +   5.723W	1979 Dec 28 1151:00	R	-
S11648	1979-105A	Gorizont	1979 Dec 28	1979 Dec 28 1831	2025 Aug  4 1336:	    1435.824 	   35728.8 	 	   35833.7 	 	  6.70 	 	GEO/I	108.50E	 +   0.061E	1989 Dec 28	P	-
S11669	1980-004A	FLTSATCOM F3	1980 Jan 18	1980 Jan 20     	2025 Aug  4 0241:	    1436.311 	   35690.2 	 	   35891.4 	 	  6.83 	 	GEO/I	 24.35W	 +   0.061W	1990 Dec 30	P	-
S11728	1980-016D	Blok DM No. 16L	1980 Feb 20	1980 Feb 20 1425	2025 Aug  4 1344:	    1475.026 	   36478.5 	 	   36611.9 	 	  8.07 	 	GEO/ID	138.53E	 +   9.534W	1980 Feb 20 0805:00	R	-
S11708	1980-016A	Raduga	1980 Feb 20	1980 Feb 20 1445	2025 Aug  4 1335:	    1436.010 	   35774.8 	 	   35795.0 	 	  6.50 	 	GEO/I	107.54E	 +   0.015E	1986 Mar?	P	-
S11862	1980-049F	Blok DM No. 27L	1980 Jun 14	1980 Jun 14 0710	2025 Aug  4 1346:	    1470.276 	   36324.3 	 	   36581.7 	 	  8.40 	 	GEO/ID	143.77E	 +   8.399W	1980 Jun 14 0049:50	R	-
S11841	1980-049A	Gorizont	1980 Jun 14	1980 Jun 14 0730	2025 Aug  3 2010:	    1460.023 	   36244.0 	 	   36263.3 	 	  7.94 	 	GEO/ID	 46.97E	 +   5.923W	1988 Oct 25	P	-
S14193	1980-060F	Blok DM No. 25L	1980 Jul 14	1980 Jul 15 0455	2025 Aug  4 0755:	    1417.222 	   35341.0 	 	   35491.7 	 	  5.89 	 	GEO/ID	 53.79W	 +   4.800E	1980 Jul 14 2235	R	-
S11890	1980-060A	Ekran	1980 Jul 14	1980 Jul 15 0515	2020 Aug  4 0042:	    1436.136 	   35723.9 	 	   35850.8 	 	 10.47 	 	GEO/I	 15.11W	 +   0.017W	1980 Jul?	P	-
S11964	1980-074A	GOES 4	1980 Sep  9	1980 Sep 11 1200	2025 Aug  3 2329:	    1451.155 	   35947.1 	 	   36214.5 	 	  8.68 	 	GEO/ID	 23.33E	 +   3.753W	1988 Nov 25	P	-
S11970	1980-074C	Star 27 S/N 0020	1980 Sep  9	1980 Sep 11     	2025 Aug  4 1025:	    1766.099 	   34098.3 	 	   49943.5 	 	 17.10 	 	VHEO	139.43W	-	1980 Sep  9 2227	C	-
A03235	1980-074	GOES 4 VAS Cover	1980 Sep  9	1980 Sep 20?    	1980 Sep 20	    1438.775 	   35691.0 	 	   35987.0 	 	  0.31 	 	GEO/D	-	-	1980 Sep  9 2227	C	-
S12447	1980-081F	Blok DM No. 19L	1980 Oct  5	1980 Oct  5 2330	2025 Aug  3 2010:	    1440.598 	   35858.9 	 	   35890.4 	 	  6.94 	 	GEO/ID	 45.53E	 +   1.135W	1980 Oct  5 1710:00	R	-
S12003	1980-081A	Raduga	1980 Oct  5	1980 Oct  5 2350	2025 Aug  4 1142:	    1434.653 	   35712.0 	 	   35804.7 	 	  6.72 	 	GEO/ID	130.61W	 +   0.356E	1986 Nov	P	-
S12046	1980-087A	FLTSATCOM F4	1980 Oct 31	1980 Nov  2     	2025 Aug  4 0327:	    1455.259 	   36145.4 	 	   36176.3 	 	  8.67 	 	GEO/ID	 58.01W	 +   4.760W	2000?	P	-
S12065	1980-091A	SBS 1	1980 Nov 15	1980 Nov 17 2235	2025 Aug  4 0105:	    1442.466 	   35868.1 	 	   35954.3 	 	 10.54 	 	GEO/ID	  0.91W	 +   1.601W	1990 Jun 22	P	-
S12089	1980-098A	INTELSAT 502	1980 Dec  6	1980 Dec  8 1231	2025 Aug  4 1139:	    1456.171 	   36138.0 	 	   36219.2 	 	 11.73 	 	GEO/ID	 82.08W	 +   4.983W	1998 Apr 17	P	-
S12471	1980-104E	Blok DM No. 32L	1980 Dec 26	1980 Dec 26 1810	2025 Aug  4 1210:	    1420.992 	   35352.6 	 	   35628.2 	 	  6.27 	 	GEO/ID	168.48E	 +   3.830E	1980 Dec 26 1149:00	R	-
S12120	1980-104A	Ekran	1980 Dec 26	1980 Dec 26 1830	2025 Aug  4 0314:	    1436.670 	   35779.1 	 	   35816.5 	 	  7.01 	 	GEO/ID	 89.74E	 +   0.151W	1981 Dec	P	-
S12309	1981-018A	Esiafi 1	1981 Feb 21	1981 Feb 24 2336	2025 Aug  2 1846:	    1436.171 	   35776.8 	 	   35799.2 	 	  9.32 	 	GEO/I	 80.08E	 +   0.026W	2010?	P	-
S12371	1981-025C	Transtage 40	1981 Mar 16	1981 Mar 17 0200	2025 Aug  4 0758:	    1420.982 	   35253.7 	 	   35726.7 	 	  7.37 	 	GEO/ID	131.41W	 +   3.833E	1981 Mar 16 1924:00	R	-
S12339	1981-025A	DSP F9	1981 Mar 16	1981 Mar 17 0200	2025 Aug  3 2016:	    1457.111 	   36117.4 	 	   36276.5 	 	  8.78 	 	GEO/ID	 65.92E	 +   5.213W	1988 Q1	P	-
A03296	1981-025	DSP 10 Aperture Cover	1981 Mar 16	1981 Mar 18?    	1981 Mar 18	    1436.015 	   35780.0 	?	   35790.0 	?	  1.00 	?	GEO/S	-	-	1981 Mar 16 1924:00	C	-
S14194	1981-027F	Blok DM No. 18L	1981 Mar 18	1981 Mar 18 1100	2025 Aug  3 2355:	    1474.442 	   36456.7 	 	   36611.0 	 	  8.79 	 	GEO/ID	121.87E	 +   9.395W	1981 Mar 18 0440:00	R	-
S12351	1981-027A	Raduga	1981 Mar 18	1981 Mar 18 1120	2025 Aug  4 1205:	    1435.018 	   35425.0 	 	   36106.0 	 	  7.06 	 	GEO/ID	152.47E	 +   0.264E	1981 Apr?	P	-
S12474	1981-050A	INTELSAT 501	1981 May 23	1981 May 25 1142	2025 Aug  4 1049:	    1456.756 	   36168.2 	 	   36211.8 	 	 11.44 	 	GEO/ID	118.86W	 +   5.126W	1997 Feb  5	P	-
S12472	1981-049A	GOES 5	1981 May 22	1981 Jun  2     	2025 Aug  4 0754:	    1435.961 	   35773.1 	 	   35794.8 	 	  9.93 	 	GEO/I	 67.36W	 +   0.027E	1990 Jul 18	P	-
A03330	1981-049	GOES 5 VAS Cover	1981 May 22	1981 Jun  5?    	1981 Jun  5	    1436.092 	   35714.0 	 	   35859.0 	 	  0.50 	 	GEO/S	-	-	1981 May 22 2229	C	-
S12544	1981-057A	Meteosat 2	1981 Jun 19	1981 Jun 20 0414	2025 Aug  4 1114:	    1458.602 	   36111.7 	 	   36340.2 	 	 10.81 	 	GEO/ID	151.52W	 +   5.577W	1991 Dec  6	P	-
S20837	1981-057F	Mage 1	1981 Jun 19	1981 Jun 20 0420	2025 Aug  4 1137:	    1449.237 	   35716.7 	 	   36370.1 	 	  8.30 	 	GEO/ID	133.22W	 +   3.280W	1981 Jun 19 1232:59	C	-
S12545	1981-057B	Apple	1981 Jun 19	1981 Jun 21 2243	2025 Aug  4 1339:	    1439.410 	   35731.8 	 	   35971.0 	 	  7.76 	 	GEO/ID	120.93E	 +   0.838W	1983 Sep 20	P	-
S12851	1981-061F	Blok DM No. 20L	1981 Jun 25	1981 Jun 26 0620	2025 Aug  4 1248:	    1425.605 	   35574.6 	 	   35587.4 	 	  6.75 	 	GEO/ID	 60.40W	 +   2.650E	1981 Jun 25 2355:00	R	-
S12564	1981-061A	Ekran	1981 Jun 25	1981 Jun 26 0640	2025 Aug  3 1834:	    1435.282 	   35758.1 	 	   35783.2 	 	  7.28 	 	GEO/ID	 71.08E	 +   0.198E	1982 Jul?	P	-
